testcases,benchmarks,sim_IPC,clock cycle (ps),execution time (us)
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1512321lbpredcomb,hmmer,0.7255,115,396.27842867
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1512321lbpredcomb,mcf,0.5519,115,520.927704294
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1512321lbpredcomb,sjeng,0.5620,115,511.565836299
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1512321lbpredcomb,milc,0.5152,115,558.035714286
static2bpredras8fetchifqsize4fetchspeed2cachedl2ul220481282lcacheil1il1512321lbpredcomb,equake,0.5585,115,514.771709937
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul22048644lcacheil1il1512321lbpredcomb,bzip2,0.3618,100,690.98949696
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul22048644lcacheil1il1512321lbpredcomb,hmmer,0.7178,100,348.286430761
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul22048644lcacheil1il1512321lbpredcomb,mcf,0.5316,100,470.278404816
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul22048644lcacheil1il1512321lbpredcomb,sjeng,0.5022,100,497.809637595
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul22048644lcacheil1il1512321lbpredcomb,milc,0.5250,100,476.19047619
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul22048644lcacheil1il1512321lbpredcomb,equake,0.5265,100,474.833808167
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481284lcacheil1il1512322lbpredcomb,bzip2,0.4601,100,543.3601391
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481284lcacheil1il1512322lbpredcomb,hmmer,0.5994,100,417.083750417
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481284lcacheil1il1512322lbpredcomb,mcf,0.5552,100,450.288184438
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481284lcacheil1il1512322lbpredcomb,sjeng,0.5003,100,499.700179892
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481284lcacheil1il1512322lbpredcomb,milc,0.5075,100,492.610837438
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul220481284lcacheil1il1512322lbpredcomb,equake,0.4968,100,503.220611916
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256642lbpredcomb,bzip2,0.4404,115,652.815622162
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256642lbpredcomb,hmmer,0.5999,115,479.24654109
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256642lbpredcomb,mcf,0.5602,115,513.209568011
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256642lbpredcomb,sjeng,0.4897,115,587.094139269
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256642lbpredcomb,milc,0.5055,115,568.743818002
static2bpredras8fetchifqsize8fetchspeed2cachedl2ul220481282lcacheil1il1256642lbpredcomb,equake,0.5109,115,562.732432961
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul240961282lcacheil1il1512322lbpredcomb,bzip2,0.4622,100,540.891389009
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul240961282lcacheil1il1512322lbpredcomb,hmmer,0.5994,100,417.083750417
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul240961282lcacheil1il1512322lbpredcomb,mcf,0.5553,100,450.207095264
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul240961282lcacheil1il1512322lbpredcomb,sjeng,0.5021,100,497.908783111
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul240961282lcacheil1il1512322lbpredcomb,milc,0.5091,100,491.062659595
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul240961282lcacheil1il1512322lbpredcomb,equake,0.4976,100,502.411575563
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il1512322lbpredcomb,bzip2,0.4308,100,580.315691736
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il1512322lbpredcomb,hmmer,0.5960,100,419.463087248
static1bpredras8fetchifqsize4fetchspeed2cachedl2ul24096644lcacheil1il1512322lbpredcomb,mcf,0.5503,100,454.297655824
